7,08/06/2018 10:14,00087-2018-0073,Столична община,Услуги,"„Изпълнение на мерки за информация и комуникация в рамките на проект „Изграждане, възстановяване и обновяване на публични пространства в Централна градска част на град София”",58000,BGN,Да,открита
7,07/06/2018 10:53,01379-2018-0100,Мрежови експлоатационен район/МЕР/ ЕАД -  Плевен към ЕСО,Услуги,Ремонт и поддръжка на климатични системи и инсталации в МЕР Плевен,10000,BGN, ,публично състезание
7,07/06/2018 10:02,00530-2018-0041,Териториална дирекция на Национална агенция за приходите /ТД на НАП/ - София-град,Услуги,"„Услуги по ремонт и поддържане на електрически инсталации на сгради за нуждите на ТД на НАП София""",45000,BGN, ,публично състезание
7,07/06/2018 09:59,00435-2018-0047,"""Софийска вода"" АД",Доставки,"""Доставка, инсталация, въвеждане в експлоатация на инструментално оборудване за анализ (ICP- OES и GC- FID)“",225000,BGN, ,публично състезание
7,08/06/2018 10:14,01071-2018-0004,Община Долни Дъбник,Услуги,"„Упражняване на независим строителен надзор по проект: „Ремонт и преустройство на културен дом – гр. Долни Дъбник, УПИ I – 2048, кв. 78“, финансиран по подмярка 7.2 от „Програма за развитие на селскит",6966.99,BGN,Да,открита
7,07/06/2018 09:57,00211-2018-0031,Община Хасково,Доставки,"""Доставка на дизелово гориво за отопление за нуждите на Дом за стари хора ""Кенана""",165770,BGN, ,договаряне без предварително обявление
7,07/06/2018 09:57,00211-2018-0030,Община Хасково,Доставки,"""Доставка на автомобилни горива и смазочни материали за нуждите на Община Хасково, общиснки предприятия и второстепенни разпоредители с бюджет""",910000,BGN, ,договаряне без предварително обявление
7,07/06/2018 09:55,00149-2018-0006,Община Ракитово,Услуги,Избор на изпълнител за организиране и провеждане на мултикултурно зелено училище – 2 бр.,53250,BGN,Да,пряко договаряне
7,07/06/2018 09:34,00267-2018-0062,Община Пловдив,Доставки,"„Доставка на пакетирани хранителни продукти, подправки и консерви за нуждите на Община Пловдив, общинските предприятия и общинските социални заведения в гр. Пловдив“",400704.86,BGN, ,договаряне без предварително обявление
7,07/06/2018 09:31,00353-2018-0104,"""АЕЦ Козлодуй"" ЕАД",Доставки,Доставка на лабораторна апаратура,272600,BGN, ,публично състезание
7,07/06/2018 09:24,02711-2018-0098,Териториално поделение държавно горско стопанство /ТПДГС/ - Върбица към Държавно предприятие - Североизточно държавно предприятие /ДПСИДП/ - Шумен,Доставки,“ДОСТАВКА НА ЗЕМЕДЕЛСКА ПРОДУКЦИЯ (ФУРАЖИ И ДРУГА СЕЛСКОСТОПАНСКА ПРОДУКЦИЯ) ЗА НУЖДИТЕ НА ТП ДГС „ВЪРБИЦА“,20000,BGN, ,публично състезание
7,08/06/2018 10:14,00106-2018-0029,Министерство на правосъдието /МП/,Услуги,„Разработване на методика за осъществяване на контролна дейност от страна на Министерството на правосъдието  относно процедурите в изпълнителното производство чрез използване на информационна система“,57250,BGN,Да,открита
7,06/06/2018 16:43,00912-2018-0003,Държавна психиатрична болница /ДПБ/ - с. Карлуково,Доставки,"Доставка на хранителни продукти, хляб и хлебни изделия за нуждите на ДПБ Карлуково - по 6/шест/ обособени позиции",240000,BGN, ,публично състезание
7,06/06/2018 16:21,02851-2018-0009,Дирекция Управление на собствеността и социални дейности /ДУССД/ - МВР,Доставки,''Доставка и монтаж на машина за безшевно скрепване на книжни тела /термолепачна машина/ за Полиграфическа база - МВР'',83333.33,BGN, ,публично състезание
7,06/06/2018 16:18,00118-2018-0013,Община Сливен,Строителство,"„Инженеринг (изработване на инвестиционен проект, извършване на авторски надзор и изпълнение на строителни и монтажни работи) в рамките на проект „Подкрепа за деинституционализация на грижите за деца",485958.9,BGN,Да,публично състезание
7,06/06/2018 16:02,00145-2018-0072,"Териториално поделение ""Социално осигуряване"" на Национален осигурителен институт /ТП на НОИ/ - Пловдив",Доставки,"Доставка на топлинна енергия в административната сграда на ТП на НОИ - Пловдив, находяща се на адрес: гр.Пловдив, ул. ""Л.Каравелов"" №7.",27000,BGN, ,договаряне без предварително обявление
7,06/06/2018 16:01,00256-2018-0004,Община Братя Даскалови,Услуги,"„УПРАЖНЯВАНЕ НА СТРОИТЕЛЕН НАДЗОР по време на строителството на обект:Реконструкция на общински пътища на територията на Община Братя Даскалови по три обособени позиции, по ПРСР 2014-2020""",80000,BGN,Да,публично състезание
7,06/06/2018 15:58,00753-2018-0017,Община Свищов,Строителство,"„Рехабилитация на част от улична мрежа на територията на град Свищов, обхващаща улици: ул. „Патриарх Евтимий“, ул. „Детелина“, ул. „Княз Ал. Батенберг“, продължава в Раздел VI.3) допълн. информация",250000,BGN, ,публично състезание
7,06/06/2018 15:44,00073-2018-0020,Община Велико Търново,Услуги,Избор на оператор за предоставяне на електронни съобщителни услуги за нуждите на Община Велико Търново по обособени позиции.,150144,BGN, ,публично състезание
7,08/06/2018 10:14,00693-2018-0014,"Университетска многопрофилна болница за активно лечение и спешна медицина /УМБАЛСМ/ ""Н.И. Пирогов"" ЕАД - София",Доставки,"“Доставка, монтаж и въвеждане в експлоатация на мобилна дигитална рентгенова система тип мини С-рамо и автоматична инжекторна система за контрастни вещества”",197000,BGN, ,открита
7,08/06/2018 10:14,00693-2018-0013,"Университетска многопрофилна болница за активно лечение и спешна медицина /УМБАЛСМ/ ""Н.И. Пирогов"" ЕАД - София",Строителство,"“Избор на изпълнител на СМР за въвеждане на мерки за енергийна ефективност, модернизация, ремонт и реконструкция на обект Клиники по Изгаряне и пластична хирургия в УМБАЛСМ „Н. И. Пирогов"" ЕАД“",4994807,BGN,Да,открита
7,08/06/2018 10:14,00190-2018-0012,Община Карнобат,Строителство,"„Инженеринг – изготвяне на инвестиционeн проект във фаза работен проект и изпълнение на СМР, включително упражняване на авторски надзор на многофамилна жилищна сграда във връзка с реализация на",417696,BGN, ,открита
7,08/06/2018 10:14,00044-2018-0049,"Агенция ""Пътна инфраструктура"" /АПИ/ - /Старо наименование - /Национална агенция ""Пътна инфраструктура"" /НАПИ/ - /Старо наименование - Фонд ""Републиканска пътна инфраструктура""/ /ФРПИ/",Услуги,„Определяне на изпълнител за осъществяване на консултантска услуга за обект: „Укрепване на свлачище при км 62+000 на път III-1306 „(Кнежа - Искър) - Глава - Койнаре  .......продължава в поле VI.3),12000,BGN,Да,открита
7,06/06/2018 15:17,00145-2018-0071,"Териториално поделение ""Социално осигуряване"" на Национален осигурителен институт /ТП на НОИ/ - Търговище",Строителство,"„Изграждане на бетонова подпорна стена до сграда на Архивохранилище на ТП на НОИ - Търговище""",8337,BGN, ,публично състезание
7,08/06/2018 10:14,00044-2018-0048,"Агенция ""Пътна инфраструктура"" /АПИ/ - /Старо наименование - /Национална агенция ""Пътна инфраструктура"" /НАПИ/ - /Старо наименование - Фонд ""Републиканска пътна инфраструктура""/ /ФРПИ/",Строителство,„Определяне на изпълнител за извършване на строително - монтажни работи по одобрен технически проект за обект: „Укрепване на свлачище при км 62+000 на път III-1306 „(Кнежа - ...продължава в поле VI.3.,375000,BGN,Да,открита
7,06/06/2018 14:52,00531-2018-0003,Многопрофилна болница за активно лечение /МБАЛ/ - Търговище АД,Доставки,Избор на доставчик на нетна активна електрическа енергия и кординатор на балансираща група  за нуждите на МБАЛ - Търговище АД.,165000,BGN, ,публично състезание
7,06/06/2018 14:49,00265-2018-0074,"Мини ""Марица Изток"" ЕАД - Раднево",Доставки,Доставка на разпределителна уредба ниско напрежение за задвижваща станция,425000,BGN, ,публично състезание
7,06/06/2018 14:44,00420-2018-0010,Община Гълъбово,Строителство,"„Изпълнение на строително – монтажни работи по проект „Рехабилитация на улична мрежа в гр. Гълъбово, Община Гълъбово“",1620020.62,BGN,Да,публично състезание
7,08/06/2018 10:14,00574-2018-0004,Технически университет /ТУ/ - Габрово,Доставки,„Доставка на  програмируеми логически контролери за нуждите на Технически университет- Габрово,6500,BGN, ,открита
7,06/06/2018 14:43,00106-2018-0028,Министерство на правосъдието /МП/,Услуги,„Организиране на дейности по логистика и по-специално провеждане на квалификация на синдиците по Годишна програма на тематичните курсове и допълнителните форми на обучение за 2018 г.“,72000,BGN, ,публично състезание
7,08/06/2018 10:14,00499-2018-0004,Многопрофилна болница за активно лечение /МБАЛ/ АД - Хасково,Услуги,"„Събиране, транспортиране и обезвреждане на опасни болнични отпадъци от дейността на “МБАЛ–Хасково” АД ”.",232000,BGN, ,открита
7,06/06/2018 14:28,01019-2018-0002,Община Неделино,Строителство,Асфалтиране на общински пътища и съпътстващи улици в населените места на територията на община Неделино по обособени позиции,273083.33,BGN, ,публично състезание
7,06/06/2018 14:23,00694-2018-0002,Община Гурково,Доставки,"Доставка на течни горива - дизелово гориво, безоловен бензин, газ пропан бутан, масла, антифриз и спирачна течност за нуждите на Община Гурково.",270000,BGN, ,договаряне без предварително обявление
7,06/06/2018 14:19,00753-2018-0016,Община Свищов,Доставки,„Доставка на техническа сол (натриев хлорид) и пясък за обезпечаване на снегопочистването и поддържането на общинската пътна мрежа за нуждите на ОП „Чистота – Свищов 2018/2019 год.” по обособ позиции,112500,BGN, ,публично състезание
7,08/06/2018 10:14,00816-2018-0005,Многопрофилна болница за активно лечение /МБАЛ/ - Благоевград АД,Доставки,„ДОСТАВКА НА СПЕЦИФИЧНИ МЕДИЦИНСКИ ИЗДЕЛИЯ ЗА ИНВАЗИВНА КАРДИОЛОГИЯ ЗА НУЖДИТЕ НА „МБАЛ - БЛАГОЕВГРАД” АД,645700,BGN, ,открита
7,07/06/2018 10:14,00754-2018-0003,Община Борино,Строителство,"„Избор на изпълнител за осъществяване на строително-монтажни работи по проект „Реконструкция и рехабилитация на общински път SML 2030 от път III-197 – с. Борино до с. Чала, км 0+000 до км 8+760, Общин",5281646.96,BGN,Да,открита
7,06/06/2018 13:44,00754-2018-0002,Община Борино,Услуги,"„Избор на изпълнител за осъществяване на строителен надзор на СМР по проект: „Реконструкция и рехабилитация на общински път SML 2030 от път III-197 – с. Борино до с. Чала, км 0+000 до км 8+760, Община",43609.56,BGN,Да,публично състезание
7,06/06/2018 13:27,02718-2018-0105,Териториално поделение държавно горско стопанство /ТПДГС/ - Хисар към Държавно предприятие - Южноцентрално държавно предприятие /ДПЮЦДП/ - Смолян,Услуги,"„Извънгаранционна поддръжка, включително профилактика и ремонт на компютри, периферия и друга офис техника /компютри, преносими компютри, хардуер и софтуер, принтери, скенери, копирни машини, монитори",44480,BGN, ,публично състезание
7,08/06/2018 10:14,00246-2018-0072,"ТЕЦ ""Марица Изток"" 2 ЕАД",Доставки,"Доставка на резервни части за турбинно, електрическо и КИП оборудване и извършване на технически консултантски услуги",9350000,EUR, ,договаряне с предварителна покана за участие
7,06/06/2018 13:10,00678-2018-0019,Топлофикация - Русе ЕАД,Доставки,Реконструкция на Котел 5 -Обособена позиция -– Изработка и доставка на възли и системи -1.Изработка и доставка на газоходи сушилни газове.2.Изработка и доставка на водоспускни тръби  по конструктивна,200000,BGN, ,публично състезание
7,08/06/2018 10:14,00246-2018-0071,"ТЕЦ ""Марица Изток"" 2 ЕАД",Доставки,"Доставка на ел. двигатели 6 kV за главен корпус, сероочистващи инсталации 1 - 8 вкл. и въглищно стопанство",4040000,BGN, ,договаряне с предварителна покана за участие
7,11/06/2018 10:14,00246-2018-0070,"ТЕЦ ""Марица Изток"" 2 ЕАД",Строителство,Извършване на бояджийски работи по сгради и съоръжения в „ТЕЦ Марица изток 2” ЕАД,300000,BGN, ,договаряне с предварителна покана за участие
7,06/06/2018 11:48,01268-2018-0005,"Столична община - Район ""Овча купел""",Услуги,"Изготвяне на инвестиционен проект за  Детска градина в УПИ II – (за одз) (ПИ с идентификатор 68134.4334.9449), кв. 109, м. „ж.к. Овча купел – 1“, район „Овча купел“, гр. София– първи етап“",114166.67,BGN, ,публично състезание
7,06/06/2018 11:44,01042-2018-0003,Община Трявна,Строителство,„Реконструкция и преустройство на съществуваща сграда в Етнографски комплекс за занаяти”,818233,BGN, ,публично състезание
7,06/06/2018 11:42,01509-2018-0001,Национален институт по метеорология и хидрология към Българска академия на науките /БАН/,Доставки,"""Доставка на нови моторни превозни средства необходими за полеви измервания и наблюдения, за нуждите на Национален институт по метеоролгия и хидрология (НИМХ)""",100000,BGN, ,публично състезание
7,06/06/2018 11:36,02718-2018-0104,Териториално поделение държавно горско стопанство /ТПДГС/ - Хисар към Държавно предприятие - Южноцентрално държавно предприятие /ДПЮЦДП/ - Смолян,Доставки,"Доставка чрез закупуване на работни дрехи, специално работно облекло и обувни изделия по обособени позиции:",2000,BGN, ,публично състезание
7,06/06/2018 11:28,00563-2018-0013,Академия на Министерство на вътрешните работи /МВР/,Услуги,"Абонаментно поддържане на инсталиран и работeщ програмен счетоводен продукт ""Бизнес процесор с функционалност счетоводство /Конто 66/"" за нуждите на сектор ""Финанси"" на Академия на МВР и подчинените й структури.",30600,BGN, ,пряко договаряне
7,08/06/2018 10:14,00456-2018-0004,"Национален военен университет /НВУ/ ""Васил Левски"" - Велико Търново",Доставки,"Доставка на вещево доволствие за нуждите на НВУ ""Васил Левски"" за 2018 г.",533687,BGN, ,открита
7,07/06/2018 10:14,00112-2018-0007,Община Белово,Доставки,"„Доставка и монтаж на обзавеждане и оборудване за целите на проект „РЕМОНТ, РЕКОНСТРУКЦИЯ, ЗАКУПУВАНЕ НА ОБОРУДВАНЕ И/ИЛИ ОБЗАВЕЖДАНE НА ОБРАЗОВАТЕЛНА ИНФРАСТРУКТУРА НА ТЕРИТОРИЯТА НА ОБЩИНА БЕЛОВО -",328763.16,BGN,Да,открита
7,07/06/2018 10:14,00693-2018-0012,"Университетска многопрофилна болница за активно лечение и спешна медицина /УМБАЛСМ/ ""Н.И. Пирогов"" ЕАД - София",Доставки,"Доставка, монтаж и въвеждане в експлоатация на ехокардиограф",230000,BGN, ,открита
7,06/06/2018 10:37,00353-2018-0103,"""АЕЦ Козлодуй"" ЕАД",Доставки,Доставка на горива чрез издаване и използване на карти в системата на бензиностанции на изпълнителя на територията на страната.,931200,BGN, ,договаряне без предварителна покана за участие
7,06/06/2018 10:26,00652-2018-0010,Община Септември,Услуги,"„Упражняване на строителен надзор при изпълнение на обекти на територията на община Септември”, с 3 обособени позиции""
Обособена позиция 6: ""Строителен надзор при изпълнение на аварийно-възстановителни работи по укрепване на свлачище на улица в гр. Ветрен, община Септември"".
Обособена позиция 13: ""Строителен надзор при изпълнение на реконструкция и рехабилитация на улична мрежа в с. Виноградец, община Септември – улица от о.т.129 до о.т.180"".
Обособена позиция 14: ""Строителен надзор при изпълнение на реконструкция и рехабилитация на улична мрежа в с. Виноградец, община Септември – улица от о.т.88 до о.т.180"".",11689.95,BGN, ,договаряне без предварително обявление
7,06/06/2018 10:26,00701-2018-0006,"Община Сливо поле, област Русе",Строителство,"Изпълнение на СМР - Асфалтови работи на улици, площади и пътища на територията на Община Сливо поле",494645.65,BGN, ,публично състезание
7,08/06/2018 10:14,01379-2018-0099,Електроенергиен системен оператор /ЕСО/ ЕАД,Услуги,Предоставяне на услуги за проследяване на автопарка на ЕСО ЕАД,750000,BGN, ,открита
7,06/06/2018 10:07,02712-2018-0022,Териториално поделение държавно горско стопанство /ТПДГС/ - Тутракан към Държавно предприятие - Северноцентрално държавно предприятие /ДПСЦДП/- Габрово,Услуги,„Извършване на услуга- почистване на площи-коситба на трева в орехови насаждения стопанисвани от ТП ДГС ТУТРАКАН  при СЦДП-ДП Габрово”,5400,BGN, ,публично състезание
7,06/06/2018 09:41,01075-2018-0002,Водоснабдяване и канализация /В и К/ ООД - Сливен,Доставки,"„Доставка на активна нетна електрическа енергия и координатор на балансираща група за ниско напрежение, за нуждите на   „Водоснабдяване и Канализация-Сливен” ООД,  гр. Сливен ”",550000,BGN, ,публично състезание
7,06/06/2018 09:24,00831-2018-0009,Многопрофилна транспортна болница /МТБ/ - Пловдив,Доставки,Доставка на лекарствени продукти за нуждите на МТБ - Пловдив,47000,BGN, ,пряко договаряне
7,07/06/2018 10:14,00257-2018-0010,Община Ботевград,Услуги,„Изпълнение на мерки за информация и публичност по проект „Изграждане на компостираща инсталация и инсталация за предварително третиране на битови отпадъци за нуждите на РСУО-регион Ботевград“,77000,BGN,Да,открита
7,06/06/2018 09:17,00257-2018-0009,Община Ботевград,Услуги,„Изпълнение на мерки за информация и публичност по проект „Подай ръка“ на Община Ботевград по ОП „Региони в растеж” 2014 - 2020” с две обособени позиции,1804,BGN,Да,публично състезание
7,07/06/2018 10:14,00983-2018-0016,"Медицински университет /МУ/ ""Проф. д-р Параскев Стоянов"" - Варна",Доставки,“Избор на изпълнител за доставка на ангиографска лабораторна система за обучение и работа с пациенти“,1600000,BGN, ,открита
7,08/06/2018 10:14,00233-2018-0035,"ДП Национална компания ""Железопътна инфраструктура"" /НКЖИ/ - София",Услуги,"„Застраховка „Пожар и природни бедствия"" и „Други щети на имущество"",„Трудова злополука“,„Гражданска отговорност на автомобилистите“,„Каско на МПС“ и „Злополука на лицата в МПС”по 4 обособени позиции",22284228.96,BGN, ,открита
7,05/06/2018 16:35,00211-2018-0029,Община Хасково,Услуги,"“Авторски надзор при изпълнение на СМР на строеж „Изграждане на кула и технически съоръжения за откриване и превенция на горски пожари“ по части Конструктивна, Технология, Електро, Пожарна безопасност, План за безопасност и здраве и Геодезия“",6000,BGN, ,договаряне без предварително обявление
7,07/06/2018 10:14,00038-2018-0017,Община Габрово,Доставки,Доставка и монтаж на обзавеждане и оборудване по две обособени позиции,207747.45,BGN,Да,открита
7,05/06/2018 16:34,01271-2018-0002,"Столична община - Район ""Сердика""",Строителство,Изпълнение на мерки за повишаване на енергийната ефективност на обекти-общинска собственост на територията на СО-район „Сердика” по обособени позиции.,345833.33,BGN, ,публично състезание
7,05/06/2018 16:28,00222-2018-0015,"Държавно предприятие ""Ръководство на въздушното движение"" /ДП ""РВД""/",Доставки,„Модернизация на системата за пречистване на техническа вода в Единен център за Управление на въздушното движение“,100000,BGN, ,публично състезание
7,05/06/2018 16:25,05401-2018-0005,"Дирекция ""Комуникационни и информационни системи"" към Министерство на вътрешните работи (МВР)",Услуги,„Следгаранционна поддръжка на съществуващ дисков масив VNX ЕМС 5700  в МВР“,160378.06,BGN, ,публично състезание
7,07/06/2018 10:14,00530-2018-0040,Териториална дирекция на Национална агенция за приходите /ТД на НАП/ - Варна,Услуги,"Абонам.обсл-е чрез физ. охрана, охрана със СОТ и услуги по техн.подд-не и ремонт на СОТ на адм.сгради на ТД на НАП Варна и офиси Добрич,Разград,Русе,Силистра,Търговище и Шумен, по обос. позиции",435000,BGN, ,открита
7,05/06/2018 16:15,00118-2018-0012,Община Сливен,Строителство,"„Избор на изпълнител за изпълнение на строителни и монтажни работи /СМР/ на обект: „Основен ремонт на спортен комплекс ""Асеновец"", гр. Сливен”",1122000,BGN, ,публично състезание
7,05/06/2018 15:58,00402-2018-0003,Община Никопол,Услуги,"Изработване на инвестиционен проект във фаза „Технически проект“, въз основа на изработен Идеен проект „Археологически парк – музей „Пристани на времето“, и упражняване на авторски надзор по време на строителството, за реализацията на проект: ""Мостове на времето: интегриран подход за подобряване на устойчивото използване на трансграничното културно наследство Никопол-Турну Мъгуреле"" - Код на проекта 15.2.1.104 /“The Bridges of Time: An Integrated Approach for Improving the Sustainable Use of Nikopol-Turnu Magurele Cross-border Cultural Heritage” - Project Code 15.2.1.104/ по Договор за предоставяне на безвъзмездна финансова помощ по програма “INTERREG V-A ROMANIA-BULGARIA” 2014-2020 г. с регистрационен номер 32881/14.03.2017 г",60800,BGN,Да,пряко договаряне
7,07/06/2018 10:14,01467-2018-0051,ЧЕЗ Разпределение България АД - /Старо наименование Електроразпределение - Столично АД/,Доставки,"Доставка на силиконови кабелни глави за монтиране на закрито, за екструдирани полиетиленови кабели 10 kV и 20 kV, студеносвиваеми и съединителни муфи за екструдирани полиетиленови кабели 10 kV и 20 kV",740584,BGN, ,открита
7,05/06/2018 15:56,00353-2018-0102,"""АЕЦ Козлодуй"" ЕАД",Услуги,Авторски надзор (АН) и техническа помощ (ТП) по време на изпълнение на СМР по инвестиционните проекти,49290,BGN, ,пряко договаряне
7,05/06/2018 15:37,00360-2018-0008,"Университетска многопрофилна болница за активно лечение /УМБАЛ/ ""Александровска"" ЕАД - София",Услуги,„Избор на оператор за предоставяне на електронна съобщителна услуга по стандарта GSM/UMTS”,170400,BGN, ,публично състезание
7,07/06/2018 10:14,00360-2018-0007,"Университетска многопрофилна болница за активно лечение /УМБАЛ/ ""Александровска"" ЕАД - София",Услуги,"“Дезинфекция, изпиране и гладене на болнично бельо” за нуждите на  УМБАЛ  “Александровска” ЕАД",350000,BGN, ,открита
7,05/06/2018 15:23,00795-2018-0008,Община Садово,Доставки,„Доставка от склад на асфалтови смеси и битумна емулсия,262940,BGN, ,публично състезание
7,07/06/2018 10:14,02443-2018-0028,"Главна дирекция - Пожарна безопасност и защита на населението/ГДПБЗН/ - МВР, гр. София",Услуги,"Логистични услуги във връзка с организиране и провеждане на две ученически състезания и доставка на рекламни материали, по две обособени позиции",30617,BGN, ,открита
7,07/06/2018 10:14,02443-2018-0027,"Главна дирекция - Пожарна безопасност и защита на населението/ГДПБЗН/ - МВР, гр. София",Доставки,„Доставка на хранителни продукти за нуждите на сектор „Административен” към РДПБЗН - Монтана” по обособени позиции,133000,BGN, ,открита
7,05/06/2018 15:16,03788-2018-0012,Център за градска мобилност /ЦГМ/ ЕАД,Услуги,Услуги за пренос на данни в обособена частна мрежа (VPN),220000,BGN, ,публично състезание
7,05/06/2018 15:12,01141-2018-0001,Летище Пловдив ЕАД,Доставки,"Доставка на 7 000 литра бензин А95 и 35 000 литра дизелово моторно гориво за нуждите на ""Летище Пловдив""ЕАД за срок от 12 месеца",70000,BGN, ,договаряне без предварителна покана за участие
7,05/06/2018 15:05,00265-2018-0073,"Мини ""Марица Изток"" ЕАД - Раднево",Строителство,"Ремонт на покрива в звено „Eл. локомотивно депо - Ремонт“ в рудник „Трояново-север“, с. Ковачево",111768,BGN, ,публично състезание
7,05/06/2018 14:57,00183-2018-0004,Община Златоград,Строителство,"„Доизграждане, реконструкция и рехабилитация на водоснабдителна и канализационна  мрежа (битова и дъждовна), гр. Златоград и вътрешна водопроводна мрежа, с. Старцево, община Златоград, Етап II - „Доизграждане, реконструкция и рехабилитация на водоснабдителна и канализационна  мрежа (битова и дъждовна), град Златоград”; „Вътрешна водопроводна мрежа, с. Старцево, общ. Златоград”, по Обособена позиция №2 «Реконструкция и рехабилитация на водоснабдителна мрежа, гр. Златоград по ул. ""Ангел Кънчев"" и ул. ""Бор"", включваща следните подобекти: Водопровод по ул. ""Ангел Кънчев"" и Водопровод по ул. ""Бор"" и Обособена позиция №3 «Реконструкция и рехабилитация на водоснабдителна мрежа, гр. Златоград по ул. ""Христо Ботев"", ул. ""Пейо Яворов"", ул. ""Рила"", ул. ""Акация"", ул. ""Рожен"" и ул. ""Здравец"", включваща следните подобекти: Водопровод по ул. ""Христо Ботев"", Водопровод по ул. ""Пейо Яворов"", Водопровод по ул. ""Рила"", Водопровод по ул. ""Акация"", Водопровод по ул. ""Рожен"" и Водопровод по ул. ""Здравец""",284875.26,BGN, ,пряко договаряне
7,05/06/2018 14:49,01351-2018-0029,"""Булгартрансгаз"" ЕАД",Доставки,Доставка на автомобили с висока проходимост 4х4 (джипове) за нуждите на ‘‘Булгартрансгаз“ ЕАД,500000,BGN, ,публично състезание
7,05/06/2018 14:45,01200-2018-0001,Български институт по метрология /БИМ/,Доставки,Доставка на автомобилно гориво чрез карти за безналично плащане за нуждите на Български институт по метрология за период от три години,450000,BGN, ,договаряне без предварително обявление
7,07/06/2018 10:14,00353-2018-0101,"""АЕЦ Козлодуй"" ЕАД",Услуги,"Възобновяване на клас на шлеп ""Първа атомна"" ИП № 3.949.1.",300000,BGN, ,договаряне с предварителна покана за участие
7,05/06/2018 14:05,00353-2018-0100,"""АЕЦ Козлодуй"" ЕАД",Доставки,"Доставка на резервни вентилатори и памет поддържаща с литиева батерия за подмяна при основен ремонт на изправители и инвертори от функционална група 5/6АБП10,20,30 и 5/6Q90",199930,BGN, ,пряко договаряне
7,05/06/2018 14:00,00373-2018-0021,Тракийски университет - Стара Загора,Услуги,Изработка и доставка на печатни материали и на документи по документи Наредба на МОМН (ПМС № 215 / 12.08.2004 г. и ПМС № 16 / 26.01.2009 г.) за държавните изисквания към съдържанието на основните доку,111550,BGN, ,публично състезание
7,05/06/2018 13:58,00420-2018-0009,Община Гълъбово,Доставки,Доставка на един брой нов лек автомобил за нуждите на отдел БКС и ООС при Община Гълъбово,45000,BGN, ,публично състезание
7,07/06/2018 10:14,00267-2018-0061,"Общинско предприятие ""Организация и контрол на транспорта"" /ОП ""ОКТ""/ - Пловдив",Услуги,"""Конс. услуга за обект: „Инжен. – проектир. и изп. на СМР за изгр. на: -св. уредба на к-ще ул. ""В. Левски""/ул. ""Г. Бенев""/ул. ""Полет"" - реконстр. - св. уредба на к-ще ул ""В. Левски""- обръщ. на Агроц.""",6666.67,BGN, ,открита
7,05/06/2018 13:32,00353-2018-0099,"""АЕЦ Козлодуй"" ЕАД",Доставки,"Доставка на сървърни конфигурации за подмяна на сървъри с изтекъл експлоатационен ресурс от Информационната система на ""АЕЦ Козлодуй"" ЕАД",101300,BGN, ,публично състезание
7,06/06/2018 10:14,00774-2018-0016,Община Стара Загора,Строителство,"„Текущ ремонт на физкултурен салон на СОУ „В. Левски“, гр. Стара Загора“",98861.09,BGN, ,открита
7,05/06/2018 11:48,01379-2018-0098,Мрежови експлоатационен район/МЕР/ ЕАД -  Плевен към ЕСО,Доставки,Доставка на листоогъваща машина за ламарина (абкант),84000,BGN, ,публично състезание
7,05/06/2018 11:46,00814-2018-0019,Община Враца,Строителство,"„Инженеринг - проектиране, авторски надзор и изпълнение на СМР във връзка с изпълнение на процедура ВG16RFOP001-5.001-0022-С01 „Подкрепа за деинституционализация....Продължава в  II.1.4.",485997,BGN,Да,публично състезание
7,07/06/2018 10:14,00797-2018-0022,Община Бургас,Услуги,"Изготвяне на технически инвестиционен проект за “Благоустрояване, изграждане на зелен амфитеатър със сцена, озеленени площи с поливна система и обособяване на атракционна и обслужваща зони в УПИ I, кв",35000,BGN, ,открита
7,07/06/2018 10:14,00044-2018-0047,Областно пътно управление /ОПУ/ - Смолян,Услуги,"Осъществяване на охрана чрез СОТ, видеонаблюдение и жива, невъоръжена денонощна охрана на имоти - държавна собственост, стопанисвани от ОПУ - Смолян",221000,BGN, ,открита
7,06/06/2018 10:14,00258-2018-0013,Министерство на околната среда и водите /МОСВ/,Услуги,"„Планиране и провеждане на три ежегодни международни форуми по актуални теми, свързани с Натура 2000“",498166.67,BGN,Да,открита
7,05/06/2018 10:26,02716-2018-0079,Териториално поделение държавно горско стопанство /ТПДГС/ - Котел към Държавно предприятие - Югоизточно държавно предприятие /ДПЮИДП/ - Сливен,Доставки,"„Доставка чрез покупка на 1 (един) брой употребяван товарeн автомобил, тип «самосвал»  за нуждите на ""Югоизточно държавно предприятие"" ДП ТП „ДГС Котел”",12000,BGN, ,договаряне без предварително обявление
